bathrooms;hasLift;latitude;longitude;newDevelopment;price;rooms;size;exterior_0;exterior_1;floor_1;floor_2;floor_3;floor_4;floor_high;floor_en;luxury;hasParking;property_chalet;property_duplex;property_penthouse;property_studio;status_renew;y_pred;rentabilidad;property_type;floor_type
1;True;37.4028856;-5.9749941;False;198000.0;3;83.0;0;0;1;0;0;0;0;0;False;False;0;0;0;0;0;943.9195845051004;5.7207247545763655;Piso;Primer Piso
3;True;37.3930989;-5.981505;False;600000.0;4;200.0;0;1;0;1;0;0;0;0;False;False;0;0;0;0;0;1260.1022847985348;2.520204569597069;Piso;Segundo Piso
1;True;37.4002533;-5.9780177;False;144999.0;3;67.0;1;0;1;0;0;0;0;0;False;False;0;0;0;0;1;942.0057780337941;7.795963652442796;Piso;Primer Piso
1;False;37.3944288;-5.9812568;False;231000.0;3;106.0;0;1;0;0;0;1;0;0;False;False;0;0;0;0;1;948.7364348370927;4.928500960192689;Piso;Cuarto Piso
1;False;37.3970644;-5.9802975;False;315000.0;3;125.0;1;0;1;0;0;0;0;0;False;False;0;0;0;0;0;1053.615858974359;4.013774700854701;Piso;Primer Piso
2;True;37.3821914;-5.9780185;False;700000.0;4;152.0;0;1;0;1;0;0;0;0;False;True;0;0;0;0;0;1279.8560516839118;2.194038945743849;Piso;Segundo Piso
2;True;37.3866009;-5.9808805;False;275000.0;2;82.0;1;0;1;0;0;0;0;0;False;False;0;0;0;0;0;1329.952391058291;5.803428615527087;Piso;Primer Piso
1;True;37.3954204;-5.9811544;False;275000.0;3;98.0;0;1;0;1;0;0;0;0;False;False;0;0;0;0;0;998.9002551834133;4.358837477163985;Piso;Segundo Piso
3;False;37.40288;-5.9491929;False;735000.0;5;325.0;0;0;0;0;0;0;0;0;False;True;1;0;0;0;0;1282.0791666666667;2.0931904761904763;Chalet;Bajo/Semisótano
2;True;37.3957123;-5.9433949;False;210000.0;3;101.0;0;1;0;0;0;0;1;0;False;False;0;0;0;0;0;927.8816666666669;5.3021809523809535;Piso;Piso Alto
2;True;37.4049012;-5.9525938;False;280000.0;3;120.0;0;1;0;0;0;1;0;0;False;False;0;0;0;0;0;1003.8891666666668;4.302382142857144;Piso;Cuarto Piso
2;True;37.3793951;-5.9750655;False;800000.0;2;147.0;0;1;0;0;0;0;1;0;False;True;0;0;1;0;1;1504.9787264150943;2.257468089622641;Ático;Piso Alto
3;True;37.3807731;-5.9768525;False;795000.0;4;197.0;0;1;0;1;0;0;0;0;False;True;0;0;0;0;0;1274.7709326362926;1.924182539828366;Piso;Segundo Piso
1;False;37.402775;-5.9756364;False;149000.0;3;78.0;0;1;0;0;0;0;0;0;False;False;0;0;0;0;1;875.7628079710146;7.0531232856726;Piso;Bajo/Semisótano
1;True;37.402775;-5.9756364;False;149000.0;3;78.0;0;0;0;0;0;0;0;0;False;False;0;0;0;0;0;999.1656564799093;8.046971730039537;Piso;Bajo/Semisótano
2;False;37.4015561;-5.97714;False;420000.0;5;250.0;0;0;0;0;0;0;0;0;False;True;1;0;0;0;0;1304.9291666666668;3.7283690476190476;Chalet;Bajo/Semisótano
2;True;37.400984;-5.9468028;False;270000.0;4;148.0;0;1;0;1;0;0;0;0;False;True;0;0;0;0;0;977.7969696969697;4.34576430976431;Piso;Segundo Piso
2;True;37.3929536;-5.9818702;False;450000.0;4;160.0;0;1;1;0;0;0;0;0;False;True;0;0;0;0;0;1158.608652885683;3.0896230743618207;Piso;Primer Piso
2;True;37.3803047;-5.9763492;False;740000.0;4;150.0;0;1;0;0;0;1;0;0;False;True;0;0;0;0;0;1247.0224298890398;2.0221985349551996;Piso;Cuarto Piso
2;True;37.4004649;-5.9783027;True;427000.0;3;127.0;0;0;1;0;0;0;0;0;False;True;0;0;0;0;0;1038.58466853408;2.9187391153182576;Piso;Primer Piso
2;True;37.3786963;-5.9740853;False;450000.0;3;118.0;0;1;0;0;0;0;1;0;False;True;0;0;0;0;0;1242.1271938480447;3.3123391835947853;Piso;Piso Alto
1;False;37.3890127;-5.9818436;False;640305.0;3;216.0;0;1;0;0;0;0;0;0;False;False;0;0;0;0;0;1166.4184523809524;2.185992836003378;Piso;Bajo/Semisótano
1;True;37.3887958;-5.9818081;False;210000.0;3;94.0;0;1;0;0;0;0;0;0;False;False;0;0;0;0;1;1013.2455373099621;5.789974498914069;Piso;Bajo/Semisótano
2;True;37.3889881;-5.9818697;True;365000.0;2;97.0;1;0;0;1;0;0;0;0;False;False;0;0;0;0;0;1179.26;3.8770191780821914;Piso;Segundo Piso
2;True;37.3889881;-5.9818697;True;449000.0;3;113.0;1;0;0;0;0;1;0;0;False;False;0;0;0;0;0;1187.1191666666666;3.172701559020045;Piso;Cuarto Piso
2;True;37.3889881;-5.9818697;True;385000.0;2;97.0;1;0;0;0;0;1;0;0;False;False;0;0;0;0;0;1196.6108333333332;3.7296961038961034;Piso;Cuarto Piso
2;True;37.3889881;-5.9818697;True;449000.0;3;115.0;1;0;0;0;0;1;0;0;False;False;0;0;0;0;0;1187.1191666666666;3.172701559020045;Piso;Cuarto Piso
2;True;37.3889881;-5.9818697;True;375000.0;2;97.0;1;0;0;0;1;0;0;0;False;False;0;0;0;0;0;1340.3075;4.288984;Piso;Tercer Piso
2;True;37.3859294;-5.9809216;False;850000.0;4;152.0;0;1;0;0;0;0;1;0;False;True;0;0;0;0;0;1253.4316977574777;1.769550632128204;Piso;Piso Alto
3;True;37.3819147;-5.97823;False;595000.0;4;165.0;0;1;0;0;0;0;1;0;False;True;0;0;0;0;0;1241.3530212868893;2.503569118561794;Piso;Piso Alto
1;False;37.3769107;-5.9541127;False;109990.0;3;76.0;0;1;1;0;0;0;0;0;False;False;0;0;0;0;0;881.4933979978357;9.617165902331145;Piso;Primer Piso
2;True;37.3878037;-5.9816444;False;245000.0;2;82.0;1;0;0;0;0;0;0;0;False;False;0;0;0;0;0;1288.9913196297193;6.313426871655768;Piso;Bajo/Semisótano
1;False;37.3755464;-5.9604543;False;124900.0;3;86.0;0;1;0;1;0;0;0;0;False;False;0;0;0;0;0;862.5642508727766;8.287246605663185;Piso;Segundo Piso
6;False;37.4036572;-5.9498575;False;900000.0;7;315.0;0;0;0;0;0;0;0;0;False;True;1;0;0;0;0;1767.1166666666666;2.3561555555555556;Chalet;Bajo/Semisótano
2;True;37.3754947;-5.960893;False;188000.0;3;105.0;0;1;0;1;0;0;0;0;False;False;0;0;0;0;0;1201.312840296198;7.667954299762965;Piso;Segundo Piso
2;True;37.3761966;-5.9683067;False;269000.0;3;110.0;0;1;0;0;0;0;0;0;False;False;0;0;0;0;0;1158.1871655650152;5.166634195829064;Piso;Bajo/Semisótano
2;True;37.3982575;-5.9802423;False;460000.0;2;121.0;0;1;0;0;1;0;0;0;False;False;0;0;1;0;0;1436.8866666666665;3.7483999999999997;Ático;Tercer Piso
1;True;37.3835963;-5.9447447;False;165000.0;3;86.0;0;1;0;0;0;1;0;0;False;False;0;0;0;0;0;871.8527878787879;6.340747548209366;Piso;Cuarto Piso
2;True;37.4067364;-5.9670946;False;152000.0;4;102.0;0;1;0;1;0;0;0;0;False;False;0;0;0;0;1;994.4054166666668;7.85056907894737;Piso;Segundo Piso
3;False;37.3994538;-5.9795017;False;368000.0;2;130.0;0;1;0;1;0;0;0;0;False;False;0;1;0;0;0;1132.9995098039215;3.6945636189258306;Dúplex;Segundo Piso
2;True;37.3817122;-5.9783207;False;285000.0;2;83.0;0;1;0;0;0;0;0;0;False;False;0;0;0;0;0;1199.275134284892;5.049579512778492;Piso;Bajo/Semisótano
2;True;37.3779523;-5.9733085;False;490000.0;5;185.0;0;1;1;0;0;0;0;0;False;True;0;0;0;0;0;1239.1561798890398;3.034668195646628;Piso;Primer Piso
3;False;37.3861637;-5.9813116;False;640305.0;3;108.0;0;1;0;0;0;0;0;0;False;False;0;0;0;0;0;1146.2184238507184;2.148135823741595;Piso;Bajo/Semisótano
1;True;37.3878165;-5.9819103;False;269000.0;4;100.0;0;1;1;0;0;0;0;0;False;False;0;0;0;0;1;1065.8835885167466;4.754871026840505;Piso;Primer Piso
1;False;37.4019666;-5.9772533;False;149000.0;3;78.0;0;1;0;0;0;0;0;0;False;False;0;0;0;0;1;868.4243099547514;6.994021288226186;Piso;Bajo/Semisótano
1;True;37.3919037;-5.982391;False;200000.0;3;93.0;0;1;1;0;0;0;0;0;False;False;0;0;0;0;1;1068.6919218500796;6.412151531100477;Piso;Primer Piso
3;True;37.3805773;-5.9772542;False;899000.0;4;249.0;0;1;0;0;0;0;1;0;False;False;0;0;0;0;0;1387.6417948717947;1.8522471121759219;Piso;Piso Alto
2;True;37.3979934;-5.9805902;False;430000.0;3;105.0;0;1;0;1;0;0;0;0;False;True;0;0;0;0;0;1148.3881209150327;3.2048040583675332;Piso;Segundo Piso
1;True;37.3840231;-5.9802888;False;480000.0;3;74.0;0;1;0;1;0;0;0;0;False;False;0;0;0;0;0;998.968215881391;2.4974205397034774;Piso;Segundo Piso
1;False;37.3755235;-5.9584111;False;94000.0;3;65.0;0;1;0;0;1;0;0;0;False;False;0;0;0;0;0;825.6945476190479;10.540781458966569;Piso;Tercer Piso
1;True;37.4041304;-5.9744249;False;169900.0;3;75.0;0;1;0;0;0;0;0;0;False;False;0;0;0;0;0;873.389009127262;6.168727551222569;Piso;Bajo/Semisótano
3;False;37.3754014;-5.9653786;False;334000.0;5;151.0;0;0;0;0;0;0;0;0;False;True;1;0;0;0;0;1284.5238546202224;4.615055765102595;Chalet;Bajo/Semisótano
2;True;37.3801853;-5.9769071;False;599000.0;4;140.0;0;1;0;0;0;0;1;0;False;False;0;0;0;0;0;1178.388526193634;2.3607115716733906;Piso;Piso Alto
2;True;37.3953896;-5.9818437;False;380000.0;4;148.0;0;1;0;0;0;0;0;0;False;True;0;1;0;0;0;1154.9145098039219;3.647098452012385;Dúplex;Bajo/Semisótano
2;False;37.375941;-5.9683562;False;265000.0;3;110.0;0;1;0;0;1;0;0;0;False;False;0;0;0;0;0;1163.5083333333334;5.2687169811320755;Piso;Tercer Piso
2;True;37.3758801;-5.9681268;False;410000.0;2;120.0;0;1;1;0;0;0;0;0;False;True;0;0;0;0;0;1278.360128091221;3.741541838315769;Piso;Primer Piso
3;True;37.3881952;-5.98215;False;560000.0;3;176.0;0;1;0;1;0;0;0;0;False;False;0;0;0;0;0;1241.8158303054472;2.661033922083101;Piso;Segundo Piso
2;True;37.3760795;-5.9555946;False;225900.0;3;79.0;0;1;0;1;0;0;0;0;False;True;0;0;0;0;0;1208.2492750446256;6.418322842202527;Piso;Segundo Piso
2;True;37.3889711;-5.982334;False;295000.0;2;87.0;0;1;0;1;0;0;0;0;False;False;0;0;0;0;0;1206.1079774221469;4.906201942056191;Piso;Segundo Piso
2;True;37.3801483;-5.9770202;False;455000.0;3;82.0;0;1;1;0;0;0;0;0;False;True;0;0;0;0;0;1284.0796580057504;3.386583713421759;Piso;Primer Piso
3;True;37.3864046;-5.9816857;False;560000.0;3;176.0;0;1;0;0;1;0;0;0;False;False;0;0;0;0;0;1451.944047619048;3.1113086734693884;Piso;Tercer Piso
4;False;37.4037947;-5.9493492;False;735000.0;6;390.0;0;0;0;0;0;0;0;0;False;True;1;0;0;0;0;1787.8833333333337;2.9189931972789123;Chalet;Bajo/Semisótano
1;False;37.3972821;-5.9812086;False;184900.0;3;79.0;0;1;0;1;0;0;0;0;False;False;0;0;0;0;0;927.1494947918442;6.017195206869729;Piso;Segundo Piso
2;False;37.3903495;-5.9826387;False;340000.0;3;126.0;1;0;0;0;0;0;0;0;False;False;0;0;0;0;1;1374.6927419354836;4.851856736242883;Piso;Bajo/Semisótano
2;True;37.3759335;-5.9688724;False;245000.0;4;110.0;0;1;0;0;0;1;0;0;False;False;0;0;0;0;1;1153.6738276529275;5.650647319116379;Piso;Cuarto Piso
2;False;37.3907966;-5.9826955;False;435000.0;3;95.0;0;0;0;0;0;0;0;0;False;False;1;0;0;0;0;1314.7692571840514;3.6269496749904864;Chalet;Bajo/Semisótano
1;True;37.399675;-5.9797704;False;215000.0;3;91.0;1;0;0;1;0;0;0;0;False;False;0;0;0;0;0;972.9057174277333;5.430171446108279;Piso;Segundo Piso
1;False;37.3750964;-5.9606154;False;160000.0;4;83.0;0;1;1;0;0;0;0;0;False;False;0;0;0;0;1;929.8609773629147;6.973957330221861;Piso;Primer Piso
3;True;37.4039468;-5.9494575;False;330000.0;5;182.0;0;1;0;0;1;0;0;0;False;True;0;0;0;0;1;1078.0141666666666;3.9200515151515147;Piso;Tercer Piso
2;True;37.401272;-5.9784407;False;352000.0;3;164.0;0;1;1;0;0;0;0;0;False;True;0;0;0;0;0;1064.2955808080808;3.628280389118457;Piso;Primer Piso
2;True;37.3939242;-5.9825079;False;299000.0;2;95.0;1;0;0;1;0;0;0;0;False;False;0;0;0;0;0;1261.7188157894736;5.063754444640028;Piso;Segundo Piso
1;False;37.3884009;-5.9824805;False;640305.0;2;108.0;1;0;0;0;0;0;0;0;False;False;0;0;0;0;0;1010.3218360112609;1.89345109473378;Piso;Bajo/Semisótano
1;False;37.3891075;-5.9826335;False;410000.0;3;87.0;0;1;0;0;0;0;0;0;False;False;0;0;0;0;0;1024.9693699642362;2.9999103511148375;Piso;Bajo/Semisótano
3;True;37.3985171;-5.9807294;False;460000.0;3;121.0;0;1;0;0;1;0;0;0;False;False;0;0;1;0;0;1425.22;3.7179652173913045;Ático;Tercer Piso
2;True;37.3872318;-5.9822632;False;369000.0;5;109.0;0;1;0;0;0;1;0;0;False;False;0;0;0;0;0;1242.1075103891799;4.039374017525788;Piso;Cuarto Piso
5;False;37.4064309;-5.9543687;False;750000.0;5;325.0;0;0;0;0;0;0;0;0;False;True;1;0;0;0;0;1461.7333333333331;2.3387733333333327;Chalet;Bajo/Semisótano
2;True;37.392009;-5.982942;False;450000.0;4;111.0;0;1;0;0;0;0;1;0;False;True;0;0;0;0;0;1224.6658644241443;3.2657756384643846;Piso;Piso Alto
1;True;37.3964056;-5.9425891;False;165000.0;2;70.0;0;1;0;0;0;0;0;0;False;False;0;0;0;0;0;891.2448135110504;6.481780461898549;Piso;Bajo/Semisótano
2;True;37.3879289;-5.9825684;False;430000.0;3;120.0;0;1;1;0;0;0;0;0;False;False;0;0;0;0;0;1185.7789830612446;3.309150650403473;Piso;Primer Piso
2;False;37.393341;-5.9828479;False;280000.0;3;76.0;1;0;1;0;0;0;0;0;False;False;0;0;0;0;0;1340.5604824561406;5.745259210526317;Piso;Primer Piso
2;True;37.3993163;-5.944146;False;340000.0;4;113.0;0;1;0;0;0;0;1;0;False;True;0;0;0;0;0;937.8558333333333;3.3100794117647063;Piso;Piso Alto
1;True;37.4066366;-5.9698556;False;110000.0;2;57.0;0;1;0;0;0;1;0;0;False;False;0;0;0;0;0;885.332332761961;9.658170902857757;Piso;Cuarto Piso
1;True;37.3990496;-5.9805856;False;299000.0;3;110.0;0;1;0;0;0;1;0;0;False;False;0;0;0;0;0;947.0213231465762;3.8007544741668613;Piso;Cuarto Piso
2;False;37.4063337;-5.9707771;False;320000.0;3;111.0;0;0;1;0;0;0;0;0;False;False;0;0;0;0;0;1127.7370098039216;4.229013786764706;Piso;Primer Piso
1;False;37.3871009;-5.9823805;False;640305.0;1;216.0;0;1;0;0;0;0;0;0;False;False;0;0;0;0;0;1262.7592099567096;2.366545711728085;Piso;Bajo/Semisótano
1;False;37.3747777;-5.9610699;False;135000.0;2;55.0;0;1;0;0;0;0;0;0;False;False;0;0;0;0;0;821.9259118512033;7.306008105344029;Piso;Bajo/Semisótano
1;False;37.4038132;-5.9758563;False;135000.0;2;60.0;0;1;0;0;0;0;0;0;False;False;0;0;0;0;0;904.887476621418;8.043444236634826;Piso;Bajo/Semisótano
2;True;37.3922099;-5.9830581;False;315000.0;3;99.0;0;1;0;0;1;0;0;0;False;False;0;0;0;0;1;1374.2179824561408;5.235116123642442;Piso;Tercer Piso
3;True;37.3899926;-5.9830277;False;554000.0;4;149.0;0;1;1;0;0;0;0;0;False;True;0;0;0;0;0;1226.576523026295;2.6568444542085814;Piso;Primer Piso
1;False;37.3931364;-5.9829766;False;242000.0;2;94.0;0;1;0;0;1;0;0;0;False;False;0;0;0;0;0;953.4307443609023;4.727755757161499;Piso;Tercer Piso
1;True;37.3971983;-5.9817452;False;270000.0;3;90.0;0;1;0;0;0;1;0;0;False;False;0;0;0;0;0;957.439831918506;4.255288141860027;Piso;Cuarto Piso
1;True;37.3754977;-5.9686037;False;260000.0;3;89.0;0;1;0;0;1;0;0;0;False;False;0;0;0;0;0;891.0226984126983;4.112412454212453;Piso;Tercer Piso
2;True;37.3747083;-5.9618417;True;180000.0;2;70.0;0;1;1;0;0;0;0;0;False;False;0;0;0;0;0;1043.0888146551724;6.953925431034483;Piso;Primer Piso
2;True;37.3747083;-5.9618417;True;167000.0;2;67.0;0;1;0;0;0;0;0;0;False;False;0;0;0;0;0;1052.3679813218391;7.561925614288664;Piso;Bajo/Semisótano
2;True;37.3747083;-5.9618417;True;179000.0;2;70.0;0;1;1;0;0;0;0;0;False;False;0;0;0;0;0;1043.0888146551724;6.992774176459257;Piso;Primer Piso
2;True;37.3747083;-5.9618417;True;230000.0;3;100.0;0;1;0;1;0;0;0;0;False;False;0;1;0;0;0;1091.3890229885058;5.694203598200899;Dúplex;Segundo Piso
2;True;37.3747083;-5.9618417;False;230000.0;3;100.0;0;1;0;1;0;0;0;0;False;False;0;1;0;0;0;1159.4836896551724;6.049480119940029;Dúplex;Segundo Piso
2;True;37.3747083;-5.9618417;False;179000.0;2;70.0;0;1;1;0;0;0;0;0;False;False;0;0;0;0;0;1137.2023402961981;7.623702839974513;Piso;Primer Piso
1;True;37.3747017;-5.9611531;False;144990.0;1;56.0;0;1;1;0;0;0;0;0;False;False;0;0;0;0;0;857.0516226530824;7.093330210246905;Piso;Primer Piso
1;True;37.3757161;-5.9695703;False;230000.0;3;75.0;0;1;0;0;1;0;0;0;False;False;0;0;0;0;0;870.3946794871798;4.541189632107025;Piso;Tercer Piso
3;True;37.3966774;-5.9820581;True;460000.0;3;122.0;0;1;0;0;1;0;0;0;False;False;0;1;0;0;0;1184.2375;3.089315217391304;Dúplex;Tercer Piso
3;True;37.3966813;-5.9820672;False;460000.0;3;121.0;0;1;0;0;1;0;0;0;False;False;0;1;0;0;0;1272.895;3.320595652173913;Dúplex;Tercer Piso
2;False;37.3909554;-5.9831991;False;310800.0;5;138.0;0;1;0;0;1;0;0;0;False;False;0;0;0;0;0;1310.466794871795;5.059717354717354;Piso;Tercer Piso
2;True;37.3844545;-5.9814216;False;300000.0;3;100.0;0;1;0;0;0;0;0;1;False;False;0;0;0;0;0;1144.5150684954183;4.578060273981674;Piso;Entrepiso
2;True;37.3770921;-5.9733912;False;399990.0;4;138.0;0;1;1;0;0;0;0;0;False;False;0;0;0;0;1;1176.8988276529278;3.5307847525775973;Piso;Primer Piso
2;True;37.3750661;-5.9674892;False;255000.0;3;116.0;0;1;0;0;0;0;1;0;False;True;0;0;0;0;0;1227.0033861557367;5.774133581909349;Piso;Piso Alto
2;True;37.3812004;-5.9791517;False;750000.0;4;140.0;0;1;0;1;0;0;0;0;False;True;0;0;0;0;0;1267.9767413390841;2.0287627861425346;Piso;Segundo Piso
2;True;37.3953792;-5.9827661;False;299000.0;2;95.0;1;0;0;1;0;0;0;0;False;False;0;0;0;0;0;1255.6638157894736;5.039453441295546;Piso;Segundo Piso
3;True;37.3761572;-5.9715361;False;380000.0;6;189.0;0;1;1;0;0;0;0;0;False;False;0;0;0;0;1;1453.0001618072786;4.5884215636019325;Piso;Primer Piso
2;True;37.3821639;-5.9800718;False;649000.0;2;113.0;0;1;0;0;1;0;0;0;False;True;0;0;0;0;0;1357.4223375262054;2.509871810526112;Piso;Tercer Piso
2;True;37.3749273;-5.9572701;True;225900.0;3;78.0;0;1;0;1;0;0;0;0;False;True;0;1;0;0;0;1094.3277494036001;5.8131620154241705;Dúplex;Segundo Piso
2;True;37.3977667;-5.9426957;False;239000.0;3;110.0;0;1;0;0;0;0;1;0;False;False;0;0;0;0;0;934.4441666666669;4.691769874476988;Piso;Piso Alto
1;True;37.3993636;-5.943615;False;279900.0;2;108.0;0;1;0;0;0;0;1;0;False;False;0;0;0;0;0;885.9027023999392;3.7980823254016687;Piso;Piso Alto
2;True;37.3993636;-5.943615;False;229900.0;4;110.0;0;1;0;0;0;0;1;0;False;False;0;0;0;0;0;921.064166666667;4.8076424532405415;Piso;Piso Alto
2;True;37.4079814;-5.9654068;False;280000.0;4;109.0;0;1;0;0;0;0;0;0;False;True;0;0;0;0;0;1028.2615530303033;4.406835227272729;Piso;Bajo/Semisótano
2;True;37.3918982;-5.9835044;False;520000.0;3;131.0;0;1;1;0;0;0;0;0;False;True;0;0;0;0;0;1201.0393473301272;2.771629263069524;Piso;Primer Piso
1;True;37.4031538;-5.977386;False;149000.0;3;78.0;0;1;0;0;0;0;0;1;False;False;0;0;0;0;1;909.0966706539075;7.321583924729456;Piso;Entrepiso
1;False;37.4020944;-5.9786123;False;150000.0;2;80.0;0;1;0;0;0;0;0;0;False;False;0;0;0;0;0;869.2525361452275;6.954020289161819;Piso;Bajo/Semisótano
3;False;37.3877295;-5.9830663;False;640305.0;4;108.0;0;1;0;0;0;0;0;0;False;False;0;0;0;0;0;1176.1310520558466;2.204195285788829;Piso;Bajo/Semisótano
1;False;37.4034072;-5.9771108;False;149000.0;3;78.0;0;0;0;0;0;0;0;0;False;False;0;0;0;0;1;982.7900256410257;7.915087454827054;Piso;Bajo/Semisótano
1;False;37.3968868;-5.9823705;False;305000.0;3;107.0;0;1;0;1;0;0;0;0;False;True;0;0;0;0;0;1180.0818686868688;4.642945057128664;Piso;Segundo Piso
2;True;37.4017379;-5.945485;False;295000.0;4;158.0;0;1;0;0;1;0;0;0;False;True;0;0;0;0;0;1026.681833333333;4.176332881355931;Piso;Tercer Piso
2;True;37.3854147;-5.982306;False;380000.0;4;114.0;0;1;0;0;0;1;0;0;False;True;0;0;0;0;0;1210.1692960148007;3.8215872505730544;Piso;Cuarto Piso
1;False;37.3918718;-5.9836434;False;290000.0;3;92.0;0;1;0;0;0;0;0;0;False;False;0;0;0;0;0;1040.6244189838437;4.306032078553836;Piso;Bajo/Semisótano
1;True;37.3893896;-5.9835954;False;190000.0;1;60.0;0;1;0;0;1;0;0;0;False;False;0;0;0;0;0;916.0252678925949;5.78542274458481;Piso;Tercer Piso
1;False;37.3745949;-5.9577746;False;134900.0;1;57.0;0;1;0;0;0;0;0;0;False;False;0;0;0;0;0;844.7219729278077;7.514205837756628;Piso;Bajo/Semisótano
2;True;37.387518;-5.9832422;False;430000.0;3;130.0;0;1;1;0;0;0;0;0;False;False;0;0;0;0;0;1182.387316394578;3.299685534124403;Piso;Primer Piso
2;False;37.3947303;-5.9833435;False;340000.0;4;104.0;0;1;0;1;0;0;0;0;False;False;0;1;0;0;0;1125.7758255933952;3.973326443270807;Dúplex;Segundo Piso
3;False;37.3999109;-5.9808493;False;368000.0;3;110.0;0;1;0;1;0;0;0;0;False;False;0;0;0;0;0;1066.7328431372548;3.4784766624040917;Piso;Segundo Piso
2;True;37.3991362;-5.981399;False;430000.0;3;104.0;0;1;0;1;0;0;0;0;False;True;0;0;0;0;0;1156.546454248366;3.227571500227998;Piso;Segundo Piso
1;True;37.3781049;-5.9760075;False;330000.0;2;94.0;0;1;0;0;1;0;0;0;False;True;0;0;0;0;0;1059.8873375262056;3.854135772822566;Piso;Tercer Piso
2;True;37.388362;-5.9835369;False;315000.0;2;102.0;0;1;0;1;0;0;0;0;False;False;0;0;0;0;0;1179.3163107554801;4.492633564782782;Piso;Segundo Piso
2;False;37.4036857;-5.9473209;False;299500.0;4;167.0;0;0;0;0;0;0;0;0;False;True;1;0;0;0;0;1129.2350000000001;4.52448080133556;Chalet;Bajo/Semisótano
1;False;37.3962075;-5.9830251;False;250000.0;2;80.0;0;1;1;0;0;0;0;0;False;False;0;0;0;0;1;1042.2439687900678;5.002771050192326;Piso;Primer Piso
3;True;37.3835541;-5.9816254;False;740000.0;4;200.0;0;1;1;0;0;0;0;0;False;False;0;0;0;0;0;1275.0084951406122;2.0675813434712627;Piso;Primer Piso
3;False;37.3740452;-5.9611302;False;330000.0;5;163.0;0;0;0;0;0;0;0;0;False;False;1;0;0;0;1;1219.2417948717953;4.433606526806528;Chalet;Bajo/Semisótano
2;False;37.3949521;-5.9835088;False;340000.0;4;104.0;0;1;0;1;0;0;0;0;False;False;0;1;0;0;0;1130.5883255933952;3.9903117373884536;Dúplex;Segundo Piso
1;False;37.3744449;-5.9671885;False;270000.0;3;84.0;0;1;0;0;1;0;0;0;False;False;0;0;0;0;0;855.3189126984128;3.801417389770724;Piso;Tercer Piso
1;False;37.3974548;-5.9419009;False;105000.0;0;45.0;0;1;0;0;0;0;0;0;False;False;0;0;0;1;0;765.5770984848485;8.749452554112553;Estudio;Bajo/Semisótano
2;True;37.4056304;-5.974513;False;279000.0;4;122.0;0;1;1;0;0;0;0;0;False;False;0;0;0;0;0;1010.2253431372551;4.345055239300022;Piso;Primer Piso
2;True;37.3742957;-5.9579045;False;215000.0;3;107.0;0;1;0;1;0;0;0;0;False;True;0;0;0;0;0;1206.2120528224034;6.7323463413343445;Piso;Segundo Piso
4;False;37.3739522;-5.9629769;False;250000.0;6;267.0;0;0;0;0;0;0;0;0;False;False;1;0;0;0;0;1674.8333333333335;8.039200000000001;Chalet;Bajo/Semisótano
2;True;37.3739475;-5.9617554;False;237000.0;3;113.0;0;1;0;1;0;0;0;0;False;True;0;0;0;0;0;1202.2137194890702;6.087158073362381;Piso;Segundo Piso
2;True;37.3923042;-5.9840825;False;269000.0;2;85.0;1;0;0;0;1;0;0;0;False;False;0;0;0;0;0;1475.8113157894738;6.583544903150069;Piso;Tercer Piso
1;True;37.3902688;-5.9840906;False;277000.0;2;114.0;1;0;1;0;0;0;0;0;False;False;0;0;0;0;0;1054.3697898154478;4.567666959489305;Piso;Primer Piso
6;False;37.4039928;-5.9473486;False;890000.0;7;315.0;0;0;0;0;0;0;0;0;False;True;1;0;0;0;0;1741.9416666666666;2.348685393258427;Chalet;Bajo/Semisótano
2;True;37.3764581;-5.9737251;False;440000.0;5;197.0;0;1;0;0;0;1;0;0;False;True;0;0;0;0;0;1263.7115965557064;3.446486172424654;Piso;Cuarto Piso
2;True;37.3763704;-5.9509866;False;167990.0;4;116.0;0;1;0;0;0;1;0;0;False;False;0;0;0;0;0;1106.866942860301;7.906663083709514;Piso;Cuarto Piso
1;True;37.3984637;-5.9822315;False;270000.0;3;90.0;0;1;0;0;0;1;0;0;False;False;0;0;0;0;1;1003.979831918506;4.462132586304471;Piso;Cuarto Piso
2;False;37.3895104;-5.9840693;False;393150.0;3;119.0;0;0;0;0;0;0;0;0;False;False;1;0;0;0;0;1305.9737747279114;3.9861847378188826;Chalet;Bajo/Semisótano
2;True;37.3970598;-5.9415881;False;260000.0;3;112.0;0;1;0;0;0;1;0;0;False;False;0;0;0;0;0;952.6358333333336;4.39678076923077;Piso;Cuarto Piso
2;True;37.3883587;-5.9838858;False;475000.0;5;166.0;0;1;1;0;0;0;0;0;False;False;0;0;0;0;0;1258.1272451406123;3.1784267245657576;Piso;Primer Piso
1;False;37.404545;-5.9765115;False;110000.0;2;60.0;0;1;0;0;0;0;0;0;False;False;0;0;0;0;0;875.6454423076924;9.552495734265735;Piso;Bajo/Semisótano
2;True;37.3932526;-5.9840955;False;440000.0;4;130.0;0;1;0;1;0;0;0;0;False;False;0;0;0;0;0;1162.035246983409;3.1691870372274793;Piso;Segundo Piso
1;True;37.3964294;-5.9832631;True;210000.0;1;67.0;0;1;1;0;0;0;0;0;False;False;0;0;0;0;0;991.3911827956988;5.665092473118278;Piso;Primer Piso
